Prediction,Ground Truth
"[3.9985721111297607, 5.933428764343262]","[5.502999782562256, 4.953999996185303]"
"[4.936842918395996, 4.8527936935424805]","[5.502999782562256, 4.953999996185303]"
"[5.007813453674316, 4.789093017578125]","[5.502999782562256, 4.953999996185303]"
"[4.949044227600098, 4.756913185119629]","[5.502999782562256, 4.953999996185303]"
"[5.0252275466918945, 4.806956768035889]","[5.502999782562256, 4.953999996185303]"
"[4.987968444824219, 4.852799415588379]","[5.502999782562256, 4.953999996185303]"
"[5.003890037536621, 4.818493843078613]","[5.502999782562256, 4.953999996185303]"
"[4.860974311828613, 4.975130081176758]","[5.502999782562256, 4.953999996185303]"
"[4.782625198364258, 4.960559844970703]","[5.502999782562256, 4.953999996185303]"
"[4.745063304901123, 4.971245765686035]","[5.502999782562256, 4.953999996185303]"
"[4.656390190124512, 5.067195892333984]","[5.502999782562256, 4.953999996185303]"
"[4.625178337097168, 4.990828514099121]","[5.502999782562256, 4.953999996185303]"
"[5.095783233642578, 4.4894609451293945]","[5.502999782562256, 4.953999996185303]"
"[5.0222625732421875, 4.996502876281738]","[5.502999782562256, 4.953999996185303]"
"[4.561744689941406, 5.390785217285156]","[5.502999782562256, 4.953999996185303]"
"[4.323177337646484, 5.737144470214844]","[5.502999782562256, 4.953999996185303]"
"[4.659975528717041, 5.33620548248291]","[5.502999782562256, 4.953999996185303]"
"[4.529196739196777, 5.301241874694824]","[5.502999782562256, 4.953999996185303]"
"[4.960777282714844, 4.9966630935668945]","[5.502999782562256, 4.953999996185303]"
"[5.201051712036133, 4.855462074279785]","[5.502999782562256, 4.953999996185303]"
"[5.056079864501953, 4.9078521728515625]","[5.502999782562256, 4.953999996185303]"
"[5.197643280029297, 4.920001983642578]","[5.502999782562256, 4.953999996185303]"
"[4.830657958984375, 5.229973793029785]","[5.502999782562256, 4.953999996185303]"
"[4.85103702545166, 5.207250595092773]","[5.502999782562256, 4.953999996185303]"
"[5.080199241638184, 4.945601463317871]","[5.502999782562256, 4.953999996185303]"
"[4.918824195861816, 5.115203857421875]","[5.502999782562256, 4.953999996185303]"
"[5.161543846130371, 5.04991340637207]","[5.502999782562256, 4.953999996185303]"
"[5.0046844482421875, 4.984548568725586]","[5.502999782562256, 4.953999996185303]"
"[5.148573875427246, 5.051914215087891]","[5.502999782562256, 4.953999996185303]"
"[4.133172035217285, 5.6883440017700195]","[5.502999782562256, 4.953999996185303]"
"[4.8388566970825195, 5.160017013549805]","[5.502999782562256, 4.953999996185303]"
"[4.836762428283691, 5.206451416015625]","[5.502999782562256, 4.953999996185303]"
"[5.0410966873168945, 5.049506187438965]","[5.502999782562256, 4.953999996185303]"
"[5.177672386169434, 4.9121294021606445]","[5.502999782562256, 4.953999996185303]"
"[5.182289123535156, 4.867305278778076]","[5.502999782562256, 4.953999996185303]"
"[4.7907586097717285, 5.247506141662598]","[5.502999782562256, 4.953999996185303]"
"[4.579257965087891, 5.303447723388672]","[5.502999782562256, 4.953999996185303]"
"[4.711581230163574, 5.097151756286621]","[5.501999855041504, 4.953999996185303]"
"[4.65502405166626, 5.332409858703613]","[5.500999927520752, 4.953999996185303]"
"[4.60861873626709, 5.380090713500977]","[5.500999927520752, 4.953999996185303]"
"[5.01841926574707, 4.986848831176758]","[5.500999927520752, 4.953999996185303]"
"[4.607933521270752, 5.292933464050293]","[5.500999927520752, 4.953999996185303]"
"[4.956708908081055, 4.9427995681762695]","[5.500999927520752, 4.953999996185303]"
"[5.185840606689453, 4.936797142028809]","[5.500999927520752, 4.953999996185303]"
"[4.552888870239258, 5.365520477294922]","[5.5, 4.953999996185303]"
"[4.725035190582275, 5.119768142700195]","[5.498000144958496, 4.953999996185303]"
"[5.034446716308594, 4.685941696166992]","[5.495999813079834, 4.953999996185303]"
"[5.112762451171875, 4.693539619445801]","[5.495999813079834, 4.953999996185303]"
"[4.979108810424805, 4.783310413360596]","[5.495999813079834, 4.953999996185303]"
"[4.826683044433594, 4.922510147094727]","[5.495999813079834, 4.953999996185303]"
"[4.735544204711914, 5.053891181945801]","[5.495999813079834, 4.953999996185303]"
"[4.762011528015137, 4.964799880981445]","[5.495999813079834, 4.953999996185303]"
"[4.409757137298584, 5.177882194519043]","[5.49399995803833, 4.953999996185303]"
"[4.68623161315918, 5.116243362426758]","[5.492000102996826, 4.953999996185303]"
"[4.657698631286621, 5.027369499206543]","[5.492000102996826, 4.953999996185303]"
"[4.783011436462402, 5.0165300369262695]","[5.492000102996826, 4.953999996185303]"
"[4.427677154541016, 5.411590576171875]","[5.491000175476074, 4.953999996185303]"
"[3.855738878250122, 6.034785270690918]","[5.489999771118164, 4.953999996185303]"
"[4.461544036865234, 5.304062843322754]","[5.489999771118164, 4.953999996185303]"
"[4.52403450012207, 5.377561569213867]","[5.488999843597412, 4.953999996185303]"
"[4.733196258544922, 5.035974502563477]","[5.48799991607666, 4.953999996185303]"
"[4.628078937530518, 5.0535430908203125]","[5.48799991607666, 4.953999996185303]"
"[5.036466598510742, 4.86309814453125]","[5.486999988555908, 4.953999996185303]"
"[5.00808048248291, 4.842317581176758]","[5.485000133514404, 4.953999996185303]"
"[4.833829879760742, 4.972672462463379]","[5.48199987411499, 4.953999996185303]"
"[4.932477951049805, 4.855805397033691]","[5.480000019073486, 4.953999996185303]"
"[4.937257766723633, 4.770867347717285]","[5.480000019073486, 4.953999996185303]"
"[4.943975448608398, 4.817992687225342]","[5.480000019073486, 4.953999996185303]"
"[4.918888092041016, 4.849178314208984]","[5.480000019073486, 4.953000068664551]"
"[4.913144111633301, 4.871340751647949]","[5.479000091552734, 4.953000068664551]"
"[4.9860029220581055, 4.751134872436523]","[5.4770002365112305, 4.953000068664551]"
"[4.947661399841309, 4.880865573883057]","[5.474999904632568, 4.952000141143799]"
"[4.170465469360352, 5.311502456665039]","[5.4710001945495605, 4.952000141143799]"
"[4.958866119384766, 4.775041580200195]","[5.466000080108643, 4.952000141143799]"
"[4.837075233459473, 4.918766975402832]","[5.460000038146973, 4.952000141143799]"
"[4.928139686584473, 4.658561706542969]","[5.455999851226807, 4.952000141143799]"
"[4.953268051147461, 4.6722731590271]","[5.448999881744385, 4.952000141143799]"
"[4.971445083618164, 4.677813529968262]","[5.447999954223633, 4.952000141143799]"
"[4.9570112228393555, 4.672813415527344]","[5.446000099182129, 4.952000141143799]"
"[4.956817626953125, 4.712055206298828]","[5.441999912261963, 4.952000141143799]"
"[4.942413330078125, 4.791171073913574]","[5.434999942779541, 4.952000141143799]"
"[4.969457626342773, 4.800597190856934]","[5.428999900817871, 4.952000141143799]"
"[4.713857173919678, 5.112060546875]","[5.426000118255615, 4.952000141143799]"
"[4.630339622497559, 5.101635932922363]","[5.425000190734863, 4.952000141143799]"
"[4.708426475524902, 5.047235488891602]","[5.421000003814697, 4.952000141143799]"
"[5.049992561340332, 4.782260417938232]","[5.420000076293945, 4.952000141143799]"
"[5.072784423828125, 4.932657241821289]","[5.420000076293945, 4.952000141143799]"
"[4.646666526794434, 5.3204851150512695]","[5.420000076293945, 4.952000141143799]"
"[3.8981361389160156, 5.975164413452148]","[5.420000076293945, 4.952000141143799]"
"[4.877721786499023, 5.156982421875]","[5.420000076293945, 4.952000141143799]"
"[4.809820175170898, 5.209319114685059]","[5.420000076293945, 4.952000141143799]"
"[5.153911590576172, 4.957221031188965]","[5.420000076293945, 4.952000141143799]"
"[5.1349029541015625, 4.9541120529174805]","[5.420000076293945, 4.952000141143799]"
"[5.086648941040039, 4.985527038574219]","[5.420000076293945, 4.952000141143799]"
"[5.30423641204834, 4.76683235168457]","[5.420000076293945, 4.952000141143799]"
"[5.0805768966674805, 4.9989118576049805]","[5.420000076293945, 4.952000141143799]"
"[5.0961408615112305, 4.9984130859375]","[5.420000076293945, 4.952000141143799]"
"[5.125797271728516, 5.019475936889648]","[5.420000076293945, 4.952000141143799]"
"[5.031556129455566, 5.114418029785156]","[5.420000076293945, 4.952000141143799]"
"[5.1476593017578125, 5.01540470123291]","[5.420000076293945, 4.952000141143799]"
"[5.23026180267334, 5.046703338623047]","[5.420000076293945, 4.952000141143799]"
"[4.892520904541016, 5.221982955932617]","[5.420000076293945, 4.952000141143799]"
"[3.4408082962036133, 5.919294357299805]","[5.420000076293945, 4.952000141143799]"
"[4.871767044067383, 5.220678329467773]","[5.420000076293945, 4.952000141143799]"
"[4.7936296463012695, 5.296679496765137]","[5.420000076293945, 4.952000141143799]"
"[5.159771919250488, 4.962652206420898]","[5.420000076293945, 4.952000141143799]"
"[5.15037727355957, 4.963892936706543]","[5.420000076293945, 4.952000141143799]"
"[5.106554985046387, 4.912095546722412]","[5.420000076293945, 4.952000141143799]"
"[5.017251968383789, 4.668702125549316]","[5.420000076293945, 4.952000141143799]"
"[4.6647772789001465, 5.3564653396606445]","[5.420000076293945, 4.952000141143799]"
"[4.745213508605957, 5.285687446594238]","[5.420000076293945, 4.952000141143799]"
"[4.854718208312988, 5.174496650695801]","[5.420000076293945, 4.952000141143799]"
"[4.715963363647461, 5.302315711975098]","[5.420000076293945, 4.952000141143799]"
"[5.02431583404541, 5.00872802734375]","[5.420000076293945, 4.952000141143799]"
"[4.678589820861816, 5.334044456481934]","[5.420000076293945, 4.952000141143799]"
"[5.028415679931641, 5.038684844970703]","[5.420000076293945, 4.952000141143799]"
"[5.335714340209961, 4.826046943664551]","[5.420000076293945, 4.952000141143799]"
"[4.513679504394531, 5.397765159606934]","[5.423999786376953, 4.952000141143799]"
"[4.720799446105957, 5.155057907104492]","[5.429999828338623, 4.952000141143799]"
"[5.12445068359375, 4.769974708557129]","[5.434000015258789, 4.952000141143799]"
"[5.181344985961914, 4.70847225189209]","[5.436999797821045, 4.952000141143799]"
"[5.0199384689331055, 4.840304374694824]","[5.438000202178955, 4.952000141143799]"
"[4.8353424072265625, 4.918264389038086]","[5.440999984741211, 4.952000141143799]"
"[4.678301811218262, 5.079092979431152]","[5.446000099182129, 4.952000141143799]"
"[4.686183929443359, 5.043183326721191]","[5.448999881744385, 4.952000141143799]"
"[4.648361682891846, 5.050576210021973]","[5.448999881744385, 4.952000141143799]"
"[4.622853755950928, 5.192409515380859]","[5.448999881744385, 4.952000141143799]"
"[4.764595031738281, 4.973793029785156]","[5.448999881744385, 4.952000141143799]"
"[4.562790870666504, 5.060193061828613]","[5.449999809265137, 4.952000141143799]"
"[4.633490562438965, 5.170141220092773]","[5.453000068664551, 4.952000141143799]"
"[4.017838478088379, 5.933159828186035]","[5.455999851226807, 4.952000141143799]"
"[4.56583309173584, 5.344473838806152]","[5.455999851226807, 4.952000141143799]"
"[4.787289619445801, 5.110435485839844]","[5.455999851226807, 4.952000141143799]"
"[4.896184921264648, 4.839035987854004]","[5.456999778747559, 4.952000141143799]"
"[4.997222900390625, 4.8851728439331055]","[5.458000183105469, 4.952000141143799]"
"[5.013349533081055, 4.798283576965332]","[5.458000183105469, 4.952000141143799]"
"[4.944548606872559, 4.704728126525879]","[5.460000038146973, 4.952000141143799]"
"[4.929381370544434, 4.865596771240234]","[5.460999965667725, 4.952000141143799]"
"[4.873625755310059, 4.820512294769287]","[5.461999893188477, 4.952000141143799]"
"[4.933109283447266, 4.780889511108398]","[5.4629998207092285, 4.952000141143799]"
"[4.907536506652832, 4.876070976257324]","[5.464000225067139, 4.953999996185303]"
"[4.888031959533691, 4.748687744140625]","[5.468999862670898, 4.960999965667725]"
"[4.956872940063477, 4.675713539123535]","[5.4730000495910645, 4.965000152587891]"
"[4.816926956176758, 4.982779502868652]","[5.478000164031982, 4.965000152587891]"
"[4.12266731262207, 6.002658843994141]","[5.486999988555908, 4.968999862670898]"
"[4.794948577880859, 4.836718559265137]","[5.505000114440918, 4.973999977111816]"
"[4.787125587463379, 4.97296142578125]","[5.525000095367432, 4.973999977111816]"
"[4.922637939453125, 4.752135276794434]","[5.550000190734863, 4.973999977111816]"
"[4.9777374267578125, 4.744480609893799]","[5.593999862670898, 4.973999977111816]"
"[5.020488739013672, 4.817195892333984]","[5.664999961853027, 4.973999977111816]"
"[4.79994010925293, 5.043160438537598]","[5.763000011444092, 4.973999977111816]"
"[4.574295997619629, 5.180513381958008]","[5.849999904632568, 4.973999977111816]"
"[4.799301624298096, 4.956473350524902]","[5.90500020980835, 4.973999977111816]"
"[4.907905578613281, 4.95108699798584]","[5.913000106811523, 4.973999977111816]"
"[4.74698543548584, 5.254159927368164]","[5.914999961853027, 4.973999977111816]"
"[4.86069393157959, 5.1698198318481445]","[5.922999858856201, 4.973999977111816]"
"[5.0147294998168945, 4.982546806335449]","[5.940999984741211, 4.973999977111816]"
"[4.536355972290039, 5.455438613891602]","[5.960000038146973, 4.973999977111816]"
"[4.870133399963379, 5.269704818725586]","[5.9670000076293945, 4.973999977111816]"
"[5.131037712097168, 4.9612016677856445]","[5.9710001945495605, 4.973999977111816]"
"[4.640281677246094, 5.372287750244141]","[5.978000164031982, 4.973999977111816]"
"[4.978687286376953, 5.1216888427734375]","[5.988999843597412, 4.973999977111816]"
"[5.133750915527344, 5.063274383544922]","[6.002999782562256, 4.973999977111816]"
"[5.085908889770508, 5.0986175537109375]","[6.013000011444092, 4.973999977111816]"
"[5.067143440246582, 5.149687767028809]","[6.025000095367432, 4.973999977111816]"
"[5.093046188354492, 5.048807144165039]","[6.034999847412109, 4.973999977111816]"
"[5.030869483947754, 5.182665824890137]","[6.0370001792907715, 4.973999977111816]"
"[5.119990348815918, 5.185883522033691]","[6.038000106811523, 4.973999977111816]"
"[5.08243465423584, 5.194659233093262]","[6.043000221252441, 4.973999977111816]"
"[5.074185371398926, 5.189854621887207]","[6.054999828338623, 4.973999977111816]"
"[5.113992691040039, 5.122162818908691]","[6.063000202178955, 4.973999977111816]"
"[5.130192756652832, 5.070842742919922]","[6.066999912261963, 4.973999977111816]"
"[3.6460461616516113, 5.696298599243164]","[6.071000099182129, 4.973999977111816]"
"[4.903190612792969, 5.166742324829102]","[6.074999809265137, 4.973999977111816]"
"[5.206171035766602, 4.881791114807129]","[6.080999851226807, 4.973999977111816]"
"[5.164966583251953, 4.927716255187988]","[6.085999965667725, 4.973999977111816]"
"[5.114599227905273, 5.023883819580078]","[6.0920000076293945, 4.973999977111816]"
"[5.075127601623535, 5.029396057128906]","[6.099999904632568, 4.973999977111816]"
"[5.092354774475098, 4.995360374450684]","[6.111999988555908, 4.973999977111816]"
"[5.033585548400879, 5.040121078491211]","[6.126999855041504, 4.973999977111816]"
"[5.045160293579102, 5.017673492431641]","[6.144999980926514, 4.973999977111816]"
"[5.039154052734375, 5.006416320800781]","[6.169000148773193, 4.973999977111816]"
"[4.916836738586426, 5.1279706954956055]","[6.190999984741211, 4.973999977111816]"
"[4.991518974304199, 5.065128326416016]","[6.206999778747559, 4.973999977111816]"
"[5.022983551025391, 5.020223617553711]","[6.21999979019165, 4.973999977111816]"
"[5.071199417114258, 4.96639347076416]","[6.229000091552734, 4.973999977111816]"
"[3.798269510269165, 6.035688400268555]","[6.23799991607666, 4.973999977111816]"
"[4.824404716491699, 5.036242485046387]","[6.243000030517578, 4.973999977111816]"
"[4.949650764465332, 4.8789777755737305]","[6.248000144958496, 4.973999977111816]"
"[5.158270835876465, 4.7200164794921875]","[6.251999855041504, 4.973999977111816]"
"[5.032713890075684, 4.812702178955078]","[6.260000228881836, 4.973999977111816]"
"[4.793665885925293, 4.866574287414551]","[6.267000198364258, 4.973999977111816]"
"[4.936018943786621, 4.904057502746582]","[6.269999980926514, 4.973999977111816]"
"[4.861899375915527, 4.888212203979492]","[6.276000022888184, 4.973999977111816]"
"[4.744814872741699, 4.885206699371338]","[6.276000022888184, 4.973999977111816]"
"[4.792217254638672, 4.993436813354492]","[6.2769999504089355, 4.973999977111816]"
"[4.762406349182129, 4.949008941650391]","[6.2769999504089355, 4.9720001220703125]"
"[4.806426048278809, 4.980769157409668]","[6.2769999504089355, 4.96999979019165]"
"[4.945972442626953, 4.884934902191162]","[6.2769999504089355, 4.9670000076293945]"
"[4.970417022705078, 4.828000545501709]","[6.2769999504089355, 4.961999893188477]"
"[4.508447647094727, 4.978174209594727]","[6.2769999504089355, 4.961999893188477]"
"[4.870004653930664, 4.824477672576904]","[6.2769999504089355, 4.960999965667725]"
"[4.941174507141113, 4.847959518432617]","[6.2769999504089355, 4.959000110626221]"
"[4.933199882507324, 4.793936729431152]","[6.2769999504089355, 4.956999778747559]"
"[5.000556945800781, 4.778999328613281]","[6.2769999504089355, 4.956999778747559]"
"[5.01779842376709, 4.770994663238525]","[6.2769999504089355, 4.956999778747559]"
"[4.955577850341797, 4.723575592041016]","[6.2769999504089355, 4.956999778747559]"
"[4.952897071838379, 4.66253662109375]","[6.2769999504089355, 4.956999778747559]"
"[4.8783674240112305, 4.641476631164551]","[6.2769999504089355, 4.956999778747559]"
"[4.882984161376953, 4.603221893310547]","[6.2769999504089355, 4.956999778747559]"
"[4.893019676208496, 4.605978012084961]","[6.2769999504089355, 4.956999778747559]"
"[4.937610626220703, 4.693239212036133]","[6.2769999504089355, 4.956999778747559]"
"[4.8533477783203125, 4.766660690307617]","[6.2769999504089355, 4.956999778747559]"
"[4.946089744567871, 4.675296783447266]","[6.2769999504089355, 4.956999778747559]"
"[4.927013397216797, 4.865192413330078]","[6.2769999504089355, 4.956999778747559]"
"[4.77636194229126, 4.940288543701172]","[6.2769999504089355, 4.956999778747559]"
"[4.992372512817383, 4.971673011779785]","[6.2769999504089355, 4.956999778747559]"
"[4.590038299560547, 5.236766815185547]","[6.2769999504089355, 4.956999778747559]"
"[4.824517250061035, 4.920876502990723]","[6.2769999504089355, 4.956999778747559]"
"[5.067517280578613, 4.758696556091309]","[6.2769999504089355, 4.956999778747559]"
"[5.006239891052246, 4.723638534545898]","[6.2769999504089355, 4.956999778747559]"
"[5.029122352600098, 5.006765365600586]","[6.2769999504089355, 4.956999778747559]"
"[5.136791229248047, 4.9207000732421875]","[6.2769999504089355, 4.956999778747559]"
"[4.898879051208496, 5.145528793334961]","[6.2769999504089355, 4.956999778747559]"
"[4.979887008666992, 5.086380958557129]","[6.2769999504089355, 4.956999778747559]"
"[4.991064071655273, 5.0742034912109375]","[6.2769999504089355, 4.956999778747559]"
"[4.8481903076171875, 5.195707321166992]","[6.2769999504089355, 4.956999778747559]"
"[5.139395713806152, 4.973525047302246]","[6.2769999504089355, 4.956999778747559]"
"[5.150449752807617, 4.864075183868408]","[6.2769999504089355, 4.956999778747559]"
"[4.817871570587158, 5.199405670166016]","[6.2769999504089355, 4.955999851226807]"
"[3.5862345695495605, 5.838927268981934]","[6.2769999504089355, 4.954999923706055]"
"[4.792832374572754, 5.103734970092773]","[6.2769999504089355, 4.953999996185303]"
"[4.753848075866699, 5.315732955932617]","[6.2769999504089355, 4.952000141143799]"
"[5.17872428894043, 4.937671661376953]","[6.2769999504089355, 4.952000141143799]"
"[5.131499290466309, 4.946136474609375]","[6.2769999504089355, 4.952000141143799]"
"[5.170196533203125, 4.976499557495117]","[6.2769999504089355, 4.952000141143799]"
"[5.099274635314941, 4.980566024780273]","[6.2769999504089355, 4.952000141143799]"
"[4.733793258666992, 5.248642921447754]","[6.2769999504089355, 4.952000141143799]"
"[4.849531173706055, 5.2038679122924805]","[6.2769999504089355, 4.952000141143799]"
"[5.120967864990234, 4.6584672927856445]","[6.2769999504089355, 4.952000141143799]"
"[4.616061210632324, 5.384637832641602]","[6.2769999504089355, 4.952000141143799]"
"[5.104898452758789, 4.9646711349487305]","[6.2769999504089355, 4.949999809265137]"
"[4.784792900085449, 5.255105018615723]","[6.2769999504089355, 4.946000099182129]"
"[5.087103843688965, 4.8872833251953125]","[6.2769999504089355, 4.946000099182129]"
"[4.44276237487793, 5.535472869873047]","[6.2769999504089355, 4.945000171661377]"
"[4.491652488708496, 5.35421085357666]","[6.2769999504089355, 4.943999767303467]"
"[4.61782169342041, 5.384211540222168]","[6.2769999504089355, 4.942999839782715]"
"[5.064308166503906, 5.006320953369141]","[6.2769999504089355, 4.940999984741211]"
"[5.041948318481445, 4.785622596740723]","[6.2769999504089355, 4.940999984741211]"
"[4.987932205200195, 4.987335205078125]","[6.2769999504089355, 4.940999984741211]"
"[5.0301666259765625, 5.0313825607299805]","[6.2769999504089355, 4.940999984741211]"
"[4.918317794799805, 5.101518630981445]","[6.2769999504089355, 4.938000202178955]"
"[4.897075653076172, 5.122550964355469]","[6.2769999504089355, 4.933000087738037]"
"[4.949899673461914, 5.047696113586426]","[6.2769999504089355, 4.932000160217285]"
"[4.835254669189453, 5.1647844314575195]","[6.2769999504089355, 4.929999828338623]"
"[5.085458755493164, 4.923748970031738]","[6.2769999504089355, 4.927000045776367]"
"[5.00755500793457, 4.8562164306640625]","[6.2769999504089355, 4.926000118255615]"
"[5.004507064819336, 4.754060745239258]","[6.2769999504089355, 4.923999786376953]"
"[3.8807029724121094, 5.963407516479492]","[6.2769999504089355, 4.916999816894531]"
"[4.793581962585449, 5.03170108795166]","[6.2769999504089355, 4.914000034332275]"
"[4.941906929016113, 4.830414295196533]","[6.2769999504089355, 4.914000034332275]"
"[4.933976173400879, 4.771561622619629]","[6.2769999504089355, 4.910999774932861]"
"[4.8167219161987305, 4.825483322143555]","[6.2769999504089355, 4.9070000648498535]"
"[4.861339569091797, 4.958954811096191]","[6.2769999504089355, 4.9070000648498535]"
"[4.785701751708984, 4.975998878479004]","[6.2769999504089355, 4.9039998054504395]"
"[4.725011825561523, 4.963106155395508]","[6.2769999504089355, 4.901000022888184]"
"[4.761068344116211, 4.989109992980957]","[6.2769999504089355, 4.8979997634887695]"
"[4.805858612060547, 4.992841720581055]","[6.2769999504089355, 4.896999835968018]"
"[4.893780708312988, 4.867096900939941]","[6.2769999504089355, 4.896999835968018]"
"[4.956518173217773, 4.754510402679443]","[6.2769999504089355, 4.896999835968018]"
"[4.96004581451416, 4.781022071838379]","[6.2769999504089355, 4.896999835968018]"
"[4.848027229309082, 4.907266616821289]","[6.2769999504089355, 4.896999835968018]"
"[4.026261806488037, 6.03057861328125]","[6.2769999504089355, 4.896999835968018]"
"[4.952489852905273, 4.65028190612793]","[6.2769999504089355, 4.896999835968018]"
"[4.8684587478637695, 4.7368059158325195]","[6.2769999504089355, 4.895999908447266]"
"[4.91606330871582, 4.603470325469971]","[6.2769999504089355, 4.894000053405762]"
"[4.924688339233398, 4.601476669311523]","[6.2769999504089355, 4.89300012588501]"
"[4.784783363342285, 4.7907819747924805]","[6.2769999504089355, 4.890999794006348]"
"[4.872228622436523, 4.696950912475586]","[6.2769999504089355, 4.88700008392334]"
"[4.900644302368164, 4.647378921508789]","[6.2769999504089355, 4.88700008392334]"
"[4.883077621459961, 4.668919563293457]","[6.2769999504089355, 4.886000156402588]"
"[4.884943008422852, 4.642589092254639]","[6.2769999504089355, 4.886000156402588]"
"[4.860108375549316, 4.649277687072754]","[6.2769999504089355, 4.886000156402588]"
"[4.89609432220459, 4.62013578414917]","[6.2769999504089355, 4.886000156402588]"
"[4.9085893630981445, 4.642673492431641]","[6.2769999504089355, 4.886000156402588]"
"[4.9837541580200195, 4.760058403015137]","[6.2769999504089355, 4.886000156402588]"
"[4.606193542480469, 5.26152229309082]","[6.2769999504089355, 4.886000156402588]"
"[3.595954179763794, 6.141110420227051]","[6.2769999504089355, 4.886000156402588]"
"[4.92471981048584, 4.849918842315674]","[6.2769999504089355, 4.886000156402588]"
"[4.77131462097168, 4.811445236206055]","[6.2769999504089355, 4.886000156402588]"
"[5.06247615814209, 4.952201843261719]","[6.2769999504089355, 4.886000156402588]"
"[4.989466667175293, 5.061867713928223]","[6.2769999504089355, 4.886000156402588]"
"[4.98270320892334, 5.006518363952637]","[6.2769999504089355, 4.886000156402588]"
"[4.980490684509277, 5.082827568054199]","[6.2769999504089355, 4.886000156402588]"
"[5.0050048828125, 5.062778472900391]","[6.2769999504089355, 4.886000156402588]"
"[5.075611114501953, 5.00054931640625]","[6.2769999504089355, 4.886000156402588]"
"[5.09822940826416, 4.99043083190918]","[6.2769999504089355, 4.886000156402588]"
"[5.018523216247559, 5.071464538574219]","[6.2769999504089355, 4.886000156402588]"
"[5.135321617126465, 4.961935997009277]","[6.2769999504089355, 4.886000156402588]"
"[5.1682329177856445, 4.938928604125977]","[6.2769999504089355, 4.885000228881836]"
"[4.737007141113281, 5.315299987792969]","[6.2769999504089355, 4.883999824523926]"
"[3.105811357498169, 6.0968217849731445]","[6.2769999504089355, 4.882999897003174]"
"[4.947208404541016, 4.991520881652832]","[6.2769999504089355, 4.880000114440918]"
"[4.800879955291748, 5.241473197937012]","[6.2769999504089355, 4.879000186920166]"
"[5.168010711669922, 4.940908432006836]","[6.2769999504089355, 4.877999782562256]"
"[5.132923126220703, 4.935305595397949]","[6.2769999504089355, 4.876999855041504]"
"[5.104532241821289, 4.962311744689941]","[6.2769999504089355, 4.876999855041504]"
"[5.116174697875977, 4.901788711547852]","[6.2769999504089355, 4.875999927520752]"
"[4.820442199707031, 4.840904235839844]","[6.2769999504089355, 4.875999927520752]"
"[4.9571123123168945, 5.111668586730957]","[6.2769999504089355, 4.875999927520752]"
"[4.950016021728516, 5.104157447814941]","[6.2769999504089355, 4.875999927520752]"
"[4.787576675415039, 5.1435089111328125]","[6.2769999504089355, 4.875999927520752]"
"[5.049562454223633, 5.022534370422363]","[6.2769999504089355, 4.875999927520752]"
"[5.001527786254883, 4.991982460021973]","[6.2769999504089355, 4.875999927520752]"
"[4.648584365844727, 5.304373741149902]","[6.2769999504089355, 4.875]"
"[3.772167682647705, 5.978826522827148]","[6.2769999504089355, 4.875]"
"[4.506199836730957, 5.456643104553223]","[6.2769999504089355, 4.875]"
"[4.565916061401367, 5.389171600341797]","[6.2769999504089355, 4.875]"
"[4.971688270568848, 4.801754474639893]","[6.2769999504089355, 4.875]"
"[5.227006912231445, 4.652113914489746]","[6.2769999504089355, 4.875]"
"[5.059473991394043, 4.697818756103516]","[6.2769999504089355, 4.875]"
"[5.020567893981934, 4.760392189025879]","[6.2769999504089355, 4.875]"
"[4.657668113708496, 5.139194488525391]","[6.2769999504089355, 4.875]"
"[4.7239484786987305, 5.074923515319824]","[6.2769999504089355, 4.875]"
"[4.654971122741699, 5.102663993835449]","[6.2769999504089355, 4.875]"
"[4.573619842529297, 5.240966796875]","[6.2769999504089355, 4.875]"
"[4.56181001663208, 5.229216575622559]","[6.2769999504089355, 4.875]"
"[4.718955993652344, 5.002964973449707]","[6.2769999504089355, 4.875]"
"[4.757904052734375, 4.970402717590332]","[6.2769999504089355, 4.875]"
"[4.56590461730957, 5.356503486633301]","[6.2769999504089355, 4.875]"
"[3.8571231365203857, 6.060868263244629]","[6.2769999504089355, 4.875]"
"[4.502657890319824, 5.377195358276367]","[6.2769999504089355, 4.874000072479248]"
"[4.525503635406494, 5.374168395996094]","[6.2769999504089355, 4.872000217437744]"
"[4.657832145690918, 5.043603897094727]","[6.2769999504089355, 4.872000217437744]"
"[4.937593460083008, 4.903736114501953]","[6.2769999504089355, 4.872000217437744]"
"[5.0391998291015625, 4.844505310058594]","[6.2769999504089355, 4.872000217437744]"
"[4.990900039672852, 4.759613513946533]","[6.2769999504089355, 4.872000217437744]"
"[4.853970527648926, 4.9386749267578125]","[6.2769999504089355, 4.872000217437744]"
"[4.882285118103027, 4.799605369567871]","[6.2769999504089355, 4.872000217437744]"
"[4.875150680541992, 4.748358726501465]","[6.2769999504089355, 4.872000217437744]"
"[4.821357727050781, 4.768285751342773]","[6.2769999504089355, 4.872000217437744]"
"[4.769417762756348, 4.789534568786621]","[6.2769999504089355, 4.872000217437744]"
"[4.711368560791016, 4.805741310119629]","[6.2769999504089355, 4.872000217437744]"
"[4.879281997680664, 4.6925859451293945]","[6.2769999504089355, 4.872000217437744]"
"[4.693979263305664, 4.76870059967041]","[6.2769999504089355, 4.872000217437744]"
